DBMS_urnform,X_DBMS_urnform,Y_DBMS_urnform,match_state,manu_labeled_flag,DBMS_common_name,category_label,Written in,Query Interface,System Architecture,Developer,Country of Origin,initial_release_year,current_release_year,Project Type,License_info,github_repo_link,github_repo_id,open_source_license,Score_Oct-2024,Rank_Oct-2024,repo_created_at
csql,csql,,X_Single,Y_auto,CSQL,Relational,,,,LAKSHYA Solutions Limited,IN,2005,2008,"Commercial,Open Source",GPL v2,wundrian/csql,3900741,Y,,,2012-04-02T13:13:34Z
cubicweb,cubicweb,cubicweb,Normal,Y_auto,CubicWeb,Graph#dbdbio>|<dbengines#RDF,Python,Custom API,,Logilab,FR,2000#dbdbio>|<dbengines#2001,2021,Open Source,LGPL v2,gurneyalex/cubicweb,207484782,Y,0.11,337,2019-09-10T06:46:09Z
cubrid,cubrid,cubrid,Normal,Y_auto,Cubrid,"Object Oriented,Relational#dbdbio>|<dbengines#Relational",C,"Custom API,SQL,Stored Procedures,Command-line / Shell",Shared-Nothing,"Naver Corporation#dbdbio>|<dbengines#CUBRID Corporation, CUBRID Foundation",KR,2008,2021,Open Source,"BSD,GPL v2#dbdbio>|<dbengines#Apache Version 2.0",CUBRID/cubrid,52080367,Y,0.97,192,2016-02-19T10:25:32Z
curiodb,curiodb,,X_Single,Y_auto,CurioDB,Key-value,Scala,Custom API,Shared-Nothing,Stephen McDonald,AU,2015,,Open Source,BSD,stephenmcd/curiodb,34593732,Y,,,2015-04-26T01:47:43Z
cursusdb,cursusdb,,X_Single,Y_auto,CursusDB,Document,Go,SQL,Shared-Everything,Alex Padula,CA,2023,,"Hobby,Open Source",GPL v3,cursusdb/cursusdb,722117815,Y,,,2023-11-22T13:26:09Z
dalmatinerdb,dalmatinerdb,,X_Single,Y_auto,DalmatinerDB,,Erlang,,,Project FiFo,DE,2014,,Open Source,MIT,dalmatinerdb/dalmatinerdb,20814855,Y,,,2014-06-13T19:08:16Z
databend,databend,databend,Normal,Y_auto,Databend,Relational,Rust,SQL,Shared-Disk,Databend Labs,CN,2020,2023,"Commercial,Open Source",Apache v2.0,datafuselabs/databend,302827809,Y,0.26,291,2020-10-10T06:04:42Z
datafusion,datafusion,,X_Single,Y_auto,DataFusion,Relational,Rust,SQL,Shared-Everything,,US,2016,,Open Source,Apache v2,apache/arrow-datafusion,358917318,Y,,,2021-04-17T15:40:23Z
datahike,datahike,,X_Single,Y_auto,Datahike,,Clojure,Datalog,Shared-Everything,lambdaforge UG,DE,2018,,Open Source,Eclipse Public License,replikativ/datahike,116407410,Y,,,2018-01-05T16:57:28Z
datalevin,datalevin,,X_Single,Y_auto,Datalevin,Document,Clojure,Datalog,Shared-Everything,Huahai Yang,US,2020,,"Hobby,Open Source",Eclipse Public License,juji-io/datalevin,270858421,Y,,,2020-06-08T23:53:52Z
datascript,datascript,,X_Single,Y_auto,DataScript,Key-value,Clojure,Datalog,,Nikita Prokopov,RU,2014,,Open Source,Eclipse Public License,tonsky/datascript,18800032,Y,,,2014-04-15T12:58:22Z
db4o,db4o,db4o,Normal,Y_auto,db4o,Object Oriented,,,Embedded,db4objects Inc.,US,2000#dbdbio>|<dbengines#2001,2014,"Commercial,Open Source","GPL v2,Proprietary#dbdbio>|<dbengines#commercial license available for existing customers only",iboxdb/db4o-gpl,204261394,Y,1.24,164,2019-08-25T07:30:52Z
db5,db5,,X_Single,Y_auto,DB5,"Document,Vector",TypeScript,Custom API,Embedded,Vector5,PL,2023,,Open Source,MIT,vector5ai/vector5db,634656527,Y,,,2023-04-30T20:32:36Z
dbeel,dbeel,,X_Single,Y_auto,dbeel,Document,Rust,Custom API,Shared-Everything,Tony Solomonik,IL,2023,,"Hobby,Open Source",Apache v2,tontinton/dbeel,597066476,Y,,,2023-02-03T14:56:30Z
dbreeze,dbreeze,,X_Single,Y_auto,DBreeze,"Key-value,Document",C#,Custom API,,Alexey Solovyov,DE,2012,,Open Source,BSD,hhblaze/DBreeze,12050336,Y,,,2013-08-12T07:34:47Z
dbx1000,dbx1000,,X_Single,Y_auto,DBx1000,Relational,"Assembly,C++",,Shared-Everything,"Massachusetts Institute of Technology, Carnegie Mellon University",US,2014,,"Academic,Open Source",ISC License,yxymit/DBx1000,23452009,Y,,,2014-08-29T04:00:18Z
deepdb,deepdb,,X_Single,Y_auto,DeepDB,Relational,C++,SQL,Shared-Everything,"Deep Information Sciences, Inc.",US,2010,2017,"Commercial,Open Source","AGPL v3,Proprietary",DeepFound/deep_engine,93621710,Y,,,2017-06-07T10:14:24Z
defradb,defradb,,X_Single,Y_auto,DefraDB,Document,Go,GraphQL,Shared-Nothing,"Source, Inc.",CA,2019,,"Commercial,Open Source",Business Source License,sourcenetwork/defradb,192631273,Y,,,2019-06-19T00:41:12Z
degdb,degdb,,X_Single,Y_auto,DegDB,Graph,Go,,,Tristan Rice,CA,2015,,Open Source,MIT,degdb/degdb,41946572,Y,,,2015-09-05T02:47:38Z
delta-lake,delta-lake,,X_Single,Y_auto,Delta Lake,Wide column,Scala,,Shared-Disk,Databricks,US,2019,,"Commercial,Open Source",Apache v2,delta-io/delta,182849188,Y,,,2019-04-22T18:56:51Z
densodb,densodb,,X_Single,Y_auto,DensoDB,Document,C#,,,Paolo Possanzini,IT,2012,2013,Open Source,,teamdev/densodb,3920536,Y,,,2012-04-03T17:24:26Z
derby,derby,apache-derby,Fuzzy:Normal,Y,Apache Derby,Relational,Java,SQL,Embedded,Cloudscape Inc.#dbdbio>|<dbengines#Apache Software Foundation,US,1997,2023,Open Source,Apache v2,apache/derby,1918497,Y,4.12,69,2011-06-19T07:00:34Z
dgraph,dgraph,dgraph,Normal,Y_auto,Dgraph,Graph,Go,GraphQL,Shared-Nothing,"Dgraph Labs, Inc.",US,2015#dbdbio>|<dbengines#2016,,"Commercial,Open Source",Apache v2.0,dgraph-io/dgraph,41349039,Y,1.39,154,2015-08-25T07:15:56Z
dicedb,dicedb,,X_Single,Y_auto,DiceDB,Key-value,,"Custom API,HTTP / REST",Shared-Everything,Arpit Bhayani,IN,2022,,"Hobby,Open Source",Business Source License,dicedb/dice,531220682,Y,,,2022-08-31T19:01:22Z
dolt,dolt,dolt,Normal,Y_auto,Dolt,Relational,Go,"Custom API,SQL,Command-line / Shell","Shared-Everything,Embedded",DoltHub Inc,US,2018,,Open Source,Apache v2.0,dolthub/dolt,198683574,Y,0.88,201,2019-07-24T17:46:25Z
doris,doris,apache-doris,Fuzzy:Normal,Y,Apache Doris,Relational,C++,SQL,,"Baidu#dbdbio>|<dbengines#Apache Software Foundation, originally contributed from Baidu",CN,2017,2023,Open Source,Apache v2.0,apache/doris,99919302,Y,0.58,238,2017-08-10T12:13:30Z
doxa,doxa,,X_Single,Y_auto,Doxa,Document,Clojure,Custom API,Embedded,Rafal Krzywaznia,PL,2021,,"Hobby,Open Source",Public Domain,ribelo/doxa,336867666,Y,,,2021-02-07T19:09:39Z
dqlite,dqlite,,X_Single,Y_auto,Dqlite,Relational,C,SQL,Shared-Nothing,Canonical,IT,2017,,Open Source,Apache v2,canonical/dqlite,92329433,Y,,,2017-05-24T19:35:52Z
dragonfly,dragonfly,dragonfly,Normal,Y_auto,Dragonfly,Key-value,C++,Custom API,Shared-Everything,Attos Technologies Ltd.#dbdbio>|<dbengines#DragonflyDB team and community contributors,IL,2021#dbdbio>|<dbengines#2023,2023,"Commercial,Open Source",Business Source License#dbdbio>|<dbengines#BSL 1.1,dragonflydb/dragonfly,437245741,Y,0.46,253,2021-12-11T10:00:42Z
dremio,dremio,,X_Single,Y_auto,Dremio,Relational,Java,SQL,Shared-Disk,Dremio,US,2015,,"Commercial,Open Source",Apache v2,dremio/dremio-oss,97518356,Y,,,2017-07-17T20:17:04Z
drill,drill,apache-drill,Fuzzy:Normal,Y,Apache Drill,Wide column#dbdbio>|<dbengines#Document,Java,"SQL,HTTP / REST",Shared-Nothing,Apache Software Foundation,US,2012,2023,Open Source,Apache v2,apache/drill,5683653,Y,1.86,128,2012-09-05T07:00:26Z
drizzle,drizzle,,X_Single,Y_auto,Drizzle,Relational,C++,SQL,,,US,2008,2012,Open Source,"BSD,GPL v2,GPL v3",stewartsmith/drizzle,11734713,Y,,,2013-07-29T08:23:46Z
druid,druid,apache-druid,Fuzzy:Normal,Y,Apache Druid,Wide column#dbdbio>|<dbengines#Relational,Java,"Custom API,SQL,HTTP / REST",Shared-Nothing,Metamarkets#dbdbio>|<dbengines#Apache Software Foundation and contributors,US,2011#dbdbio>|<dbengines#2012,2024,Open Source,Apache v2,apache/druid,6358188,Y,2.79,97,2012-10-23T19:08:07Z
duckdb,duckdb,duckdb,Normal,Y_auto,DuckDB,Relational,C++,Custom API,Embedded,"CWI, DuckDB Labs",NL,2018,2024,"Academic,Open Source",MIT,duckdb/duckdb,138754790,Y,5.98,57,2018-06-26T15:04:45Z
ductiledb,ductiledb,,X_Single,Y_auto,DuctileDB,Graph,Java,Gremlin,Shared-Disk,PureSol Technologies,DE,2015,2018,Open Source,Apache v2,PureSolTechnologies/DuctileDB,45098765,Y,,,2015-10-28T08:29:23Z
dynomitedb,dynomitedb,,X_Single,Y_auto,DynomiteDB,,C,,,Netflix,US,2012,,Open Source,Apache v2,Netflix/dynomite,13484625,Y,,,2013-10-10T22:36:31Z
earthstar,earthstar,,X_Single,Y_auto,Earthstar,Document,TypeScript,Custom API,Embedded,Earthstar Project,US,2020,,"Academic,Open Source",LGPL v3,earthstar-project/earthstar,266444815,Y,,,2020-05-24T00:49:12Z
easedb,easedb,,X_Single,Y_auto,EaseDB,Document,Ruby,HTTP / REST,,Alexander Shakhmatov,RU,2013,2014,Open Source,MIT,X2rdas/easedb,8428443,Y,,,2013-02-26T08:34:58Z
echodb,echodb,,X_Single,Y_auto,EchoDB,Key-value,Rust,Custom API,Embedded,SurrealDB Ltd.,GB,2021,,Open Source,Apache v2,surrealdb/echodb,421444565,Y,,,2021-10-26T13:51:05Z
edgedb,edgedb,,X_Single,Y_auto,EdgeDB,"Object Oriented,Relational","C,Python,Rust","Custom API,SQL,GraphQL,HTTP / REST,Command-line / Shell",Shared-Everything,MagicStack,CA,2018,,"Commercial,Open Source",Apache v2,edgedb/edgedb,95817032,Y,,,2017-06-29T20:30:48Z
edgelessdb,edgelessdb,edgelessdb,Normal,Y_auto,EdgelessDB,Relational,,SQL,Shared-Everything,Edgeless Systems,DE,2021,,"Commercial,Open Source",GPL v2,edgelesssys/edgelessdb,341208515,Y,0.0,388,2021-02-22T13:24:30Z
edis,edis,,X_Single,Y_auto,Edis,Key-value,Erlang,,,Chad DePue,US,2010,2015,"Hobby,Open Source",Apache License 2.0,cbd/edis,1196286,Y,,,2010-12-24T23:23:25Z
effiproz,effiproz,,X_Single,Y_auto,EffiProz,Relational,C#,SQL,Embedded,EffiProz LLC,US,,2012,"Commercial,Open Source",-,-,-,Y,,,-
ehcache,ehcache,ehcache,Normal,Y_auto,Ehcache,Key-value,Java,Custom API,,"Greg Luck#dbdbio>|<dbengines#Terracotta Inc, owned by Software AG",US,2003#dbdbio>|<dbengines#2009,2022,Open Source,Apache v2; commercial licenses available,ehcache/ehcache3,17224514,Y,4.76,65,2014-02-26T20:39:16Z
einsteindb,einsteindb,,X_Single,Y_auto,EinsteinDB,Key-value,Rust,,,Whtcorps Inc.,US,2019,2022,Open Source,,YosiSF/EinsteinDB,180245584,Y,,,2019-04-08T23:00:45Z
ejdb,ejdb,ejdb,Normal,Y_auto,EJDB,"Document,Key-value",C,"Custom API,HTTP / REST",Embedded,Softmotions,RU,2012,,Open Source,MIT#dbdbio>|<dbengines#GPLv2,Softmotions/ejdb,6427744,Y,0.14,331,2012-10-28T13:30:23Z
elara-db,elara-db,,X_Single,Y_auto,Elara DB,Key-value,Python,Custom API,Embedded,Saurabh Pujari,IN,2021,,"Hobby,Open Source",BSD,saurabh0719/elara,354659748,Y,,,2021-04-04T22:33:04Z
elasql,elasql,,X_Single,Y_auto,ElaSQL,Relational,Java,SQL,,National Tsing Hua University,TW,2016,,"Academic,Open Source",Apache v2,elasql/elasql,61373806,Y,,,2016-06-17T13:00:38Z
elasticsearch,elasticsearch,elasticsearch,Normal,Y_auto,Elasticsearch,Document#dbdbio>|<dbengines#Search Engine,Java,Custom API,Shared-Nothing,Elasticsearch BV,US,2004#dbdbio>|<dbengines#2010,2023,Open Source,Apache v2#dbdbio>|<dbengines#Elastic License,elastic/elasticsearch,507775,Y,131.85,8,2010-02-08T13:20:56Z
elephantdb,elephantdb,,X_Single,Y_auto,ElephantDB,Key-value,Clojure,,,Nathan Marz,US,2011,,Open Source,BSD,nathanmarz/elephantdb,1372117,Y,,,2011-02-16T01:54:18Z
elevator,elevator,,X_Single,Y_auto,Elevator,Key-value,,"Custom API,Command-line / Shell",,Théo Crevon,DE,2012,2014,Open Source,MIT,oleiade/Elevator,4211523,Y,,,2012-05-03T07:14:12Z
eliasdb,eliasdb,,X_Single,Y_auto,EliasDB,Graph,Go,,,Matthias Ladkau,GB,2016,,Open Source,Mozilla Public License,krotik/eliasdb,65619619,Y,,,2016-08-13T13:53:28Z
elliptics,elliptics,elliptics,Normal,Y_auto,Elliptics,Key-value,"C++,Python","Custom API,Command-line / Shell",Shared-Disk,Reverbrain,RU,2009,2019,"Commercial,Open Source",LGPL v3,reverbrain/elliptics,4712089,Y,0.05,355,2012-06-19T10:05:10Z
endatabas,endatabas,,X_Single,Y_auto,Endatabas,"Relational,Document","Lisp,Rust","SQL,HTTP / REST",,Håkan Råberg,SE,2023,,"Commercial,Open Source",AGPL v3,endatabas/endb,587246478,Y,,,2023-01-10T09:57:42Z
engula,engula,,X_Single,Y_auto,Engula,Key-value,Rust,Custom API,Shared-Nothing,Huachao Huang,CN,2022,,"Hobby,Open Source",Apache v2,engula/engula,393005910,Y,,,
ennodb,ennodb,,X_Single,Y_auto,EnnoDB,Key-value,C,HTTP / REST,,Enno Rehling,NO,2012,2016,"Hobby,Open Source",ISC License,badgerman/ennodb,6768410,Y,,,2012-11-19T22:24:27Z
epsilla,epsilla,,X_Single,Y_auto,Epsilla,Array,C++,Custom API,Shared-Everything,"Epsilla, Inc.",US,2023,,"Commercial,Open Source",GPL v3,epsilla-cloud/vectordb,664133375,Y,,,2023-07-09T02:28:31Z
etcd,etcd,etcd,Normal,Y_auto,etcd,Key-value,Go,RPC,Shared-Nothing,CoreOS,US,2013,2019,Open Source,Apache v2.0,etcd-io/etcd,11225014,Y,7.17,51,2013-07-06T21:57:21Z
euclidesdb,euclidesdb,,X_Single,Y_auto,EuclidesDB,Array,C++,"Custom API,HTTP / REST",Shared-Everything,Christian S. Perone,PT,2018,,Open Source,Apache v2,perone/euclidesdb,156942199,Y,,,2018-11-10T03:03:51Z
euclidolap,euclidolap,,X_Single,Y_auto,EuclidOLAP,Array,C,Custom API,,Chen Zhigang,CN,2022,,"Hobby,Open Source",Apache v2,EuclidOLAP/EuclidOLAP,534109388,Y,,,
eva-db,eva-db,,X_Single,Y_auto,EVA DB,Relational,Python,SQL,Shared-Everything,Georgia Institute of Technology,US,2018,,"Academic,Open Source",Apache v2,georgia-tech-db/eva,148087762,Y,,,2018-09-10T02:26:03Z
evcache,evcache,,X_Single,Y_auto,EVCache,Key-value,,,Shared-Nothing,Netflix,US,2012,,Open Source,Apache v2,Netflix/EVCache,8103021,Y,,,2013-02-08T22:52:57Z
event-store,event-store,eventstoredb,Fuzzy:Normal,Y,Event Store,Event,"C#,C++,JavaScript",,,Event Store LLP,GB,2012,2021,"Commercial,Open Source",BSD,EventStore/EventStore,5844474,Y,1.08,177,2012-09-17T17:22:49Z
eventql,eventql,,X_Single,Y_auto,EventQL,Relational,C++,SQL,Shared-Nothing,DeepCortex GmbH,"DE,NL",2014,2017,"Commercial,Open Source",AGPL v3,eventql/eventql,59475316,Y,,,2016-05-23T10:56:48Z
evitadb,evitadb,,X_Single,Y_auto,evitaDB,Document,Java,"Custom API,GraphQL,HTTP / REST,RPC","Shared-Everything,Embedded","FG Forrest, a.s.",CZ,2020,,"Commercial,Open Source",Business Source License,FgForrest/evitaDB,605189726,Y,,,2023-02-22T16:29:30Z
exist-db,exist-db,exist-db,Normal,Y_auto,eXist-db,Document#dbdbio>|<dbengines#Native XML,Java,XQuery,,eXist Solutions GmbH,DE,2000,,"Commercial,Open Source",LGPL v2,eXist-db/exist,11695619,Y,0.7,223,2013-07-26T21:53:48Z
extensible-storage-engine,extensible-storage-engine,,X_Single,Y_auto,Extensible Storage Engine,Key-value,C++,Custom API,Embedded,Microsoft,US,1994,,"Commercial,Open Source",MIT,microsoft/Extensible-Storage-Engine,331747853,Y,,,2021-01-21T20:34:01Z
eyedb,eyedb,,X_Single,Y_auto,EyeDB,Object Oriented,C++,Custom API,,Genethon Laboratories,FR,1992,2014,"Academic,Open Source",LGPL v2,eyedb/eyedb,145843258,Y,,,2018-08-23T11:18:30Z
eyros,eyros,,X_Single,Y_auto,eyros,Array,Rust,Custom API,Embedded,bits.coop,US,2018,,Open Source,Parity Public License,peermaps/eyros,162765004,Y,,,2018-12-21T23:01:29Z
falcon,falcon,,X_Single,Y_auto,Falcon,,,,,Sun Microsystems,US,2006,2010,"Commercial,Open Source",-,-,-,Y,,,-
falkordb,falkordb,,X_Single,Y_auto,FalkorDB,Graph,,Custom API,Shared-Everything,FalkorDB Inc.,IL,2023,,"Commercial,Open Source",Server Side Public License,falkordb/falkordb,668673665,Y,,,2023-07-20T10:47:51Z
fallen-8,fallen-8,,X_Single,Y_auto,Fallen-8,Graph,C#,HTTP / REST,,Henning Rauch,DE,2011,,"Hobby,Open Source",MIT,cosh/fallen-8,2672286,Y,,,2011-10-29T20:03:38Z
fastdb,fastdb,,X_Single,Y_auto,FastDB,Relational,C++,,Shared-Everything,Konstantin Knizhnik,RU,2011,,Open Source,Other,gavioto/fastdb,29210020,Y,,,2015-01-13T20:42:32Z
faster,faster,,X_Single,Y_auto,FASTER,Key-value,"C#,C++",Custom API,Embedded,Microsoft,US,2018,,"Commercial,Open Source",MIT,microsoft/FASTER,143253020,Y,,,2018-08-02T06:38:41Z
featurebase,featurebase,featurebase,Normal,Y_auto,FeatureBase,Relational,Go,"Custom API,SQL,HTTP / REST,Command-line / Shell",Shared-Nothing,Molecula#dbdbio>|<dbengines#Molecula and Pilosa Open Source Contributors,US,2017,2022,Open Source,Apache v2,featurebasedb/featurebase,40127179,Y,0.22,305,2015-08-03T13:48:08Z
featureform,featureform,,X_Single,Y_auto,FeatureForm,Vector,Go,Custom API,Shared-Everything,Featureform,US,2020,,"Commercial,Open Source",Mozilla Public License,featureform/embeddinghub,304530333,Y,,,2020-10-16T05:41:53Z
ferretdb,ferretdb,,X_Single,Y_auto,FerretDB,Document,Go,Custom API,Shared-Everything,FerretDB Inc.,US,2021,,Open Source,Apache License 2.0,FerretDB/FerretDB,422821402,Y,,,2021-10-30T08:06:36Z
filedb,filedb,,X_Single,Y_auto,FileDB,Key-value,C#,Custom API,Embedded,Mauricio David,BR,2010,2015,"Hobby,Open Source",MIT,mbdavid/FileDB,30123805,Y,,,2015-01-31T19:43:18Z
filedb-dotnet,filedb-dotnet,,X_Single,Y_auto,FileDb,Relational,C#,"Custom API,SQL",Embedded,EzTools Software,AU,2011,2019,"Commercial,Open Source",Mozilla Public License,eztools-software/FileDb,172208960,Y,,,2019-02-23T11:58:25Z
filodb,filodb,,X_Single,Y_auto,FiloDB,,Scala,PromQL,,Evan Chan,US,2015,,Open Source,Apache v2,filodb/FiloDB,29259281,Y,,,2015-01-14T18:35:32Z
finedb,finedb,,X_Single,Y_auto,FineDB,Key-value,C,Custom API,Shared-Everything,Amaury Bouchard,FR,2013,2013,"Hobby,Open Source",Apache v2,Amaury/FineDB,10650868,Y,,,2013-06-12T19:59:12Z
firebird,firebird,firebird,Normal,Y_auto,Firebird,Relational,"C,C++","Custom API,SQL,Stored Procedures,Command-line / Shell",Shared-Everything,Borland#dbdbio>|<dbengines#Firebird Foundation,US,2000,2024,Open Source,Mozilla Public License#dbdbio>|<dbengines#Initial Developer's Public License,FirebirdSQL/firebird,54005538,Y,19.02,30,2016-03-16T06:10:37Z
fireproof,fireproof,,X_Single,Y_auto,Fireproof,Document,JavaScript,Custom API,Shared-Everything,Fireproof Storage Inc.,GB,2022,,"Commercial,Open Source",Apache v2,fireproof-storage/fireproof,679889516,Y,,,2023-08-17T21:13:44Z
flashdb,flashdb,,X_Single,Y_auto,FlashDB,Key-value,C,Custom API,Embedded,Armink,CN,2020,,"Hobby,Open Source",Apache v2,armink/FlashDB,266515876,Y,,,2020-05-24T10:15:56Z
fleetdb,fleetdb,,X_Single,Y_auto,FleetDB,Document,Clojure,Custom API,,Mark McGranaghan,US,2009,2014,"Academic,Open Source",MIT,mmcgrana/fleetdb,351190,Y,,,2009-10-27T10:20:47Z
flockdb,flockdb,flockdb,Normal,Y_auto,FlockDB,Graph,Scala,,,Twitter,US,2010,2012,Open Source,Apache v2,twitter-archive/flockdb,605999,Y,0.2,310,2010-04-12T03:53:45Z
fluree,fluree,fluree,Normal,Y_auto,Fluree,"Graph,Relational,Document,RDF",Clojure,"Custom API,SQL,GraphQL,SPARQL,HTTP / REST",,"Fluree, PBC",US,2017#dbdbio>|<dbengines#2018,,"Commercial,Open Source",AGPL v3; open-sourced in October 2020,fluree/db,305513242,Y,0.36,271,2020-10-19T21:06:38Z
fongo,fongo,,X_Single,Y_auto,Fongo,Document,Java,Custom API,Shared-Everything,Foursquare,US,2012,,Open Source,Apache v2,fakemongo/fongo,14143348,Y,,,2013-11-05T14:22:05Z
forestdb,forestdb,,X_Single,Y_auto,ForestDB,Key-value,C++,Custom API,Embedded,"Couchbase, Inc.",US,2013,,Open Source,Apache v2,couchbase/forestdb,12497058,Y,,,2013-08-30T22:53:06Z
foundationdb,foundationdb,foundationdb,Normal,Y_auto,FoundationDB,Key-value#dbdbio>|<dbengines#Document,C++,Custom API,Shared-Nothing,FoundationDB,US,2009#dbdbio>|<dbengines#2013,2020,Open Source,Apache v2.0,apple/foundationdb,114187903,Y,0.98,186,2017-12-14T01:40:42Z
framerd,framerd,,X_Single,Y_auto,FramerD,Object Oriented,C,Custom API,,MIT Media Lab,US,1996,2005,"Academic,Open Source",GPL v2,wware/FramerD,107304517,Y,,,2017-10-17T17:54:22Z
frostdb,frostdb,,X_Single,Y_auto,FrostDB,Wide column,Go,Custom API,Embedded,Polar Signals,US,2022,,Open Source,Apache v2,polarsignals/frostdb,473235285,Y,,,2022-03-23T14:55:52Z
fueldb,fueldb,,X_Single,Y_auto,FuelDB,Document,Java,,,Joris Basiglio,FR,2014,,Open Source,MIT,unnamed38/fueldb,25364889,Y,,,2014-10-17T15:38:41Z
gadfly,gadfly,,X_Single,Y_auto,Gadfly,Relational,Python,,,Aaron Watters,US,1994,2013,Open Source,Python License,-,-,Y,,,-
gaffer,gaffer,,X_Single,Y_auto,Gaffer,Graph,Java,HTTP / REST,,Government Communications Headquarters,GB,2016,,Open Source,Apache v2,gchq/Gaffer,47973088,Y,,,2015-12-14T12:12:39Z
gaia,gaia,,X_Single,Y_auto,Gaia,Object Oriented,C++,Custom API,Embedded,GAIA,US,2020,2022,"Commercial,Open Source",MIT,gaia-platform/GaiaPlatform,240387847,Y,,,2020-02-13T23:23:34Z
garnet,garnet,,X_Single,Y_auto,Garnet,Key-value,C#,Custom API,Shared-Everything,Microsoft,US,2021,,"Industrial Research,Open Source",MIT,microsoft/garnet,681372871,Y,,,2023-08-21T21:54:58Z
genji,genji,,X_Single,Y_auto,Genji,Document,Go,SQL,Embedded,Asdine El Hrychy,AE,2018,,Open Source,MIT License,genjidb/genji,138411034,Y,,,2018-06-23T15:12:03Z
geode,geode,geode,Normal,Y_auto,Geode,Key-value,Java,Custom API,Shared-Nothing,Apache#dbdbio>|<dbengines#Originally developed by Gemstone. They outsourced the project to Apache in 2015 but still deliver a commercial version as Gemfire.,US,2015#dbdbio>|<dbengines#2002,2017,Open Source,Apache v2; commercial licenses available as Gemfire,apache/geode,34839383,Y,1.44,151,2015-04-30T07:00:05Z
ghostdb,ghostdb,,X_Single,Y_auto,GhostDB,Key-value,Go,,Shared-Nothing,Jake Grogan,IE,2020,,Open Source,BSD,jakekgrog/GhostDB,265390281,Y,,,2020-05-19T23:13:36Z
gigabase,gigabase,,X_Single,Y_auto,GigaBASE,"Object Oriented,Relational",C++,,,Konstantin Knizhnik,RU,,,"Hobby,Open Source",Other,aur-archive/gigabase,40787594,Y,,,2015-08-15T21:59:32Z
glaredb,glaredb,,X_Single,Y_auto,GlareDB,Relational,Rust,SQL,Shared-Nothing,"GlareDB, Inc.",US,2022,,"Commercial,Open Source",AGPL v3,GlareDB/glaredb,496817075,Y,,,2022-05-27T00:52:47Z
glowdust,glowdust,,X_Single,Y_auto,Glowdust,Relational,Rust,Custom API,Shared-Everything,Chris Gioran,SE,2023,,"Hobby,Open Source",GPL v3,-,-,Y,,,-
gnocchi,gnocchi,,X_Single,Y_auto,Gnocchi,Relational,Python,HTTP / REST,,Open Infrastructure Foundation,FR,2014,,Open Source,Apache v2,gnocchixyz/gnocchi,91715647,Y,,,2017-05-18T16:32:52Z
gnu-sql-server,gnu-sql-server,,X_Single,Y_auto,GNU SQL Server,Relational,C,,,,RU,1997,1998,Open Source,GPL v2,-,-,Y,,,-
goods,goods,,X_Single,Y_auto,GOODS,Object Oriented,,,,Konstantin Knizhnik,RU,,,Open Source,MIT,-,-,Y,,,-
goshawkdb,goshawkdb,,X_Single,Y_auto,GoshawkDB,Object Oriented,Go,Custom API,,Matthew Sackman,GB,2015,2016,"Commercial,Open Source",AGPL v3,goshawkdb/server,48279725,Y,,,2015-12-19T11:42:12Z
grapheekdb,grapheekdb,,X_Single,Y_auto,GrapheekDB,"Key-value,Graph",Python,"Custom API,Gremlin",Embedded,Raphaël Braud,FR,2014,2015,Open Source,GPL v3,fanjinfei/grapheekdb,74678263,Y,,,2016-11-24T14:01:20Z
graphik,graphik,,X_Single,Y_auto,Graphik,Document,Go,GraphQL,,Coleman Word,US,2020,,"Hobby,Open Source",Apache v2,graphikDB/graphik,285669400,Y,,,2020-08-06T20:53:56Z
graviton,graviton,,X_Single,Y_auto,Graviton,Key-value,Go,Custom API,Embedded,DERO Foundation,FR,2020,,Open Source,GPL v3,deroproject/graviton,292903178,Y,,,2020-09-04T17:03:50Z
greatsql,greatsql,,X_Single,Y_auto,GreatSQL,Relational,C++,SQL,Shared-Everything,"Beijing Wanli Open Source Software Co., Ltd.",CN,2020,,"Commercial,Open Source",GPL v2,GreatSQL/GreatSQL,345982729,Y,,,2021-03-09T11:27:23Z
greenplum,greenplum,greenplum,Normal,Y_auto,Greenplum,Relational,C,"SQL,PL/SQL",Shared-Nothing,"Greenplum, Pivotal Software Inc.",US,2003#dbdbio>|<dbengines#2005,2023,"Commercial,Open Source",Apache v2.0,greenplum-db/gpdb,44781140,Y,7.39,47,
greptimedb,greptimedb,greptimedb,Normal,Y_auto,GreptimeDB,Time Series,Rust,"SQL,HTTP / REST",Shared-Disk,Greptime Inc.,CN,2022,,"Commercial,Open Source",Apache v2.0,GreptimeTeam/greptimedb,480217156,Y,0.11,336,2022-04-11T03:46:48Z
griddb,griddb,griddb,Normal,Y_auto,GridDB,Key-value#dbdbio>|<dbengines#Time Series,C++,"Custom API,SQL,HTTP / REST,Command-line / Shell",Shared-Nothing,Toshiba Corporation,JP,2011#dbdbio>|<dbengines#2013,2022,"Commercial,Open Source","AGPL v3,Apache v2.0",griddb/griddb,52420005,Y,1.9,123,2016-02-24T06:31:40Z
